book_title,book_author,Category 
The Essential Ellison: A 35 Year Retrospective,Harlan Ellison,"['Science fiction, American']"
TIMESCAPE,Gregory Benford,"['Science fiction, American']"
Tales of Riverworld (Questar Science Fiction),Philip Jose Farmer,"['Science fiction, American']"
Berserker Wars: The Defender,Fred Saberhagen,"['Science fiction, American']"
Strangers From The Sky (Star Trek),Margeret Wander Bonanno,"['Science fiction, American']"
I Sing the Body Elecric,Ray Bradbury,"['Science fiction, American']"
Earth Book of Stormgate,Poul Anderson,"['Science fiction, American']"
"Fleet 03: Breakthrough, the",David Drake,"['Science fiction, American']"
Phoenix in the Ashes,Joan D. Vinge,"['Science fiction, American']"
"Star Trek: The Classic Episodes, Vol. 2 - The 25th-Anniversary Editions",James Blish,"['Science fiction, American']"
My Brothers Keeper,Charles Sheffield,"['Science fiction, American']"
Star Trek 8,James Blish,"['Science fiction, American']"
Blood Ties World 9,Robert Asprin,"['Science fiction, American']"
Slipt,Alan Dean Foster,"['Science fiction, American']"
Blue Champagne,John Varley,"['Science fiction, American']"
Machines That Kill,Fred Saberhagen,"['Science fiction, American']"
"Downbelow Station (Architecture Series--Bibliography,)",C. J. Cherryh,"['Science fiction, American']"
EXALTATION STARS,Terry Carr,"['Science fiction, American']"
La Voz de los Muertos (La Saga de Ender),Orson Scott Card,"['Science fiction, American']"
An edge in my voice,Harlan Ellison,"['Science fiction, American']"
Dune Encyclopedia Tr,Willis E. McNelly,"['Science fiction, American']"
Star Trek Log #2,Alan Dean Foster,"['Science fiction, American']"
The Fifth Element: A Novel,Terry Bisson,"['Science fiction, American']"
The Black Beast,Nancy Springer,"['Science fiction, American']"
Star Wars Trilogy Hope,George Lucas,"['Science fiction, American']"
Collected Stories 1: Beyond Lies the Wub (The Collected Stories of Philip K Dick),Philip K. Dick,"['Science fiction, American']"
Vanishing Acts: A Science Fiction Anthology,Ellen Datlow,"['Science fiction, American']"
The Death of a Legend (Horseclans #8),Robert Adams,"['Science fiction, American']"
"Prisoners and Pawns (V, Book 6)",Howard Weinstein,"['Science fiction, American']"
The Ends of the Circle,Paul O. Williams,"['Science fiction, American']"
The Official Star Trek Trivia Book,Rafe Needleman,"['Science fiction, American']"
The best of Lester del Rey,Lester Del Rey,"['Science fiction, American']"
Mission to Moulokin,Foster Dean,"['Science fiction, American']"
DOON,Ellis Weiner,"['Science fiction, American']"
Pelbar Cycle #02 Ends of Circl,Paul O. Williams,"['Science fiction, American']"
Downtiming the Night Side,Jack L. Chalker,"['Science fiction, American']"
The Glass Hammer,K. W. Jeter,"['Science fiction, American']"
Home--To Avalon,Arthur H. Landis,"['Science fiction, American']"
Their Majesties' Bucketeers,L. Neil Smith,"['Science fiction, American']"
The Pride of Chanur (Science Fiction Book Club Selection),C.J. Cherryh,"['Science fiction, American']"
The Broken Sword,Northam Anderson,"['Science fiction, American']"
A spell for Chameleon (Magic of Xanth),Piers Anthony,['Xanth (Imaginary place)']
Spell for Chameleon,Piers Anthony,['Xanth (Imaginary place)']
An incidental memoir,Robin Dalton,['Literary agents']
"Script Is Finished, Now What Do I Do?: The Scriptwriter's Resource Book & Agent Guide",K Callan,['Literary agents']
The story of the U.S.S. Arizona (Cornerstones of freedom),R. Conrad Stein,['Arizona (Battleship)']
A Long Way from Verona,Jane Gardam,"['World War, 1939-1945']"
Absent without leave: Two novellas,Heinrich BÃ¶ll,"['World War, 1939-1945']"
Historical Encyclopedia Of World War I,Marcel Baudot,"['World War, 1939-1945']"
Unexplained Mysteries of World War II,William Breuer,"['World War, 1939-1945']"
Alnilam,James Dickey,"['World War, 1939-1945']"
Luciano's Luck,Jack Higgins,"['World War, 1939-1945']"
"WORLD ABLAZE (MEN AT ARMS 3) : WORLD ABLAZE (Men at Arms, Bk 3)",Con Sellers,"['World War, 1939-1945']"
"A Glorious Way to Die: The Kamikaze Mission of the Battleship Yamato, April 1945",Russell Spurr,"['World War, 1939-1945']"
World War II (CD Rom Reference),Smithmark Publishing,"['World War, 1939-1945']"
Naked and the Dead,Norman Mailer,"['World War, 1939-1945']"
Battles Lost and Won,Hanson W. Baldwin,"['World War, 1939-1945']"
The Linz Testament,Lewis Perdue,"['World War, 1939-1945']"
Hanover Street,Maureen Gregson,"['World War, 1939-1945']"
Whisper on the Wind,Elizabeth Elgin,"['World War, 1939-1945']"
Of Men and War,John Hersey,"['World War, 1939-1945']"
Inside Camp-X,Lynn Philip Hodgson,"['World War, 1939-1945']"
H M S Ulysses,MacLean,"['World War, 1939-1945']"
The Rhinemann exchange,Robert Ludlum,"['World War, 1939-1945']"
Four Stars of Hell,Laurence Critchell,"['World War, 1939-1945']"
"Patton's Third Army: A Chronicle of the Third Army Advance, August, 1944-May, 1945",Charles M. Province,"['World War, 1939-1945']"
The Long Road Home: The Autobiography of a Canadian Soldier in Italy in Wwii,Fred Cederberg,"['World War, 1939-1945']"
Tom's Private War,Leeson,"['World War, 1939-1945']"
The Ultra secret (A Contact book),F. W Winterbotham,"['World War, 1939-1945']"
STOP AT WINNER,R. F. Delderfield,"['World War, 1939-1945']"
Ultra goes to war: The first account of World War II's greatest secret based on official documents,Ronald Lewin,"['World War, 1939-1945']"
A pictorial history of the World War II years,Edward Jablonski,"['World War, 1939-1945']"
365 Easy Low-Calorie Recipes,Sylvia Schur,['Low-calorie diet']
"Make it easy, make it light",Laurie Burrows Grad,['Low-calorie diet']
Weight Watchers Healthy Life-Style Cookbook,Weight Watchers International,['Low-calorie diet']
Lay Aside the Weight,T. D. Jakes,['Low-calorie diet']
Rotation Diet,Martin Katahn,['Low-calorie diet']
Emily Post on Entertaining,Elizabeth L. Post,['Entertaining']
The Best Wedding Shower Book: A Complete Guide for Party Planners,Courtney Cooke,['Entertaining']
Emily Post on entertaining,Elizabeth L Post,['Entertaining']
Fifth Grade: Here Comes Trouble,Colleen O'Shaughnessy McKenna,['Entertaining']
500 Essential Sites for Smart Surfers,Lagoon Books,['Entertaining']
Nora's Surprise,Satomi Ichikawa,['Entertaining']
A Pocket Full of Seeds (A Puffin Book),Marilyn Sachs,['France']
Rights of Man (Classics S.),Thomas Paine,['France']
A Tale of Two Cities,Charles Dickens,['France']
Silk,Alessandro Baricco,['France']
Maigret in Montmartre,Georges Simenon,['France']
Simple passion,Annie Ernaux,['France']
Sunlight on Cold Water,Francoise Sagan,['France']
Queen Margot or Marguerite De Valois (Miramax Book),Alexandre Dumas,['France']
The Red and the Black,Stendhal,['France']
Misia,Arthur Gold,['France']
Eyewitness Travel Guide to France,Rosemary Bailey,['France']
Travelers' Tales France,James P. O'Reilly,['France']
The Man in the Iron Mask (Worlds Classics),Alexandre Dumas,['France']
Royal passion,Jennifer Blake,['France']
Zarafa,Michael Allin,['France']
Selected Short Stories (Penguin Popular Classics),Guy de Maupassant,['France']
Scarlet and Black (Penguin Classics),Stendhal,['France']
Remembrance of Things Past: Within a Budding Grove (Remembrance of Things Past),Marcel Proust,['France']
Wein und Krieg.,Don Kladstrup,['France']
Journey to the End of the Night,Louis-Ferdinand Celine,['France']
Nostradamus: The novel of the movie,Knut Boeser,['France']
Frommer's France '98,Darwin Porter,['France']
Mademoiselle Fifi and Other Stories (The World's Classics),Guy De Maupassant,['France']
Disney's The Hunchback of Notre Dame,Ronald Kidd,['France']
Lonely Planet French: Phrasebook (Lonely Planet French Phrasebook),Michael Janes,['France']
A Bag of Marbles,Joseph Joffo,['France']
The Hunchback of Notre Dame : Illustrated Classic,Gina Ingoglia,['France']
The one thing more,Anne Perry,['France']
"Daytrips France: 45 One-Day Adventures by Rail, Bus, or Car (Daytrips France)",Earl Steinbicker,['France']
France (Horrible Histories Special),Terry Deary,['France']
The Man in the Iron Mask (Penguin Popular Classics),Alexandre Dumas,['France']
Swann's Way (Penguin Modern Classics),Marcel Proust,['France']
The King's Giraffe,Mary Jo Collier,['France']
Pocket Full of Seeds,Marilyn Sachs,['France']
"Let's Go 2000: Paris : The World's Bestselling Budget Travel Series (Let's Go. Paris, 2000)",Anna M. Schneider-Mayerson,['France']
All Alone,Bishop,['France']
"Let's Go 2000: France : The World's Bestselling Budget Travel Series (Let's Go. France, 2000)",Daryush Jonathan Dawid,['France']
A Day in the Country and Other Stories (World's Classics),Guy De Maupassant,['France']
Where the Towers Pierce the Sky,Marie Goodwin,['France']
Le Bourgeois gentilhomme,MoliÃ?Â¨re,['France']
HÃ´tel Transylvania: A novel of forbidden love,Chelsea Quinn Yarbro,['France']
"A Deadly Pate (Fran Kirk Series , Vol 3)",Ruthe Furie,['France']
The blood of others,Simone de Beauvoir,['France']
Hidden Child of the Holocaust A True Story,Stacy Cretzmeyer,['France']
Timeline (Eidos Ed),Michael Crichton,['France']
Eleanor of Aquitaine,Meade,['France']
The Rain Maiden,Jill Phillips,['France']
Petain's Crime: The Full Story of French Collaboration in the Holocaust,Paul Webster,['France']
LA Reine Margot (World's Classics),Alexandre Dumas,['France']
The Secret of Sarah Revere,Ann Rinaldi,['Fathers and daughters']
"Lila on the Loose (Unicorn Club, No 14)",Alice Nicole Johansson,['Fathers and daughters']
In the Haunted House,Eve Bunting,['Fathers and daughters']
"Glennis, Before and After (An Avon Camelot Book)",Patricia Calvert,['Fathers and daughters']
WOUNDED WOMAN,LINDA SCHIERSE LEONARD,['Fathers and daughters']
The Hurry-Up Summer,Mary Reeves Mahoney,['Fathers and daughters']
Angel of honour,Jennifer Bacia,['Fathers and daughters']
OUT OF THIS WORLD,Graham Swift,['Fathers and daughters']
The WILDFLOWER PONY,Anne Eliot Crompton,['Fathers and daughters']
Alexia Ellery Finsdale (American Diaries),Kathleen Duey,['Fathers and daughters']
The Zoo Crew,Cindy Savage,['Fathers and daughters']
The MASK OF ZORRO YA (Zorro),Frank Lauria,['Fathers and daughters']
Casper: The Novelization,Lisa Rojany,['Fathers and daughters']
Tracey's Tough Choice (Cover Kids),Suzanne Weyn,['Fathers and daughters']
For the Love of Pete: A Novel,Jan Marino,['Fathers and daughters']
"Cowboy'S Caress (A Ranching Family) (Special Edition, 1311)",Victoria Pade,['Fathers and daughters']
For the Love of Pete (An Avon Camelot Book),Jan Marino,['Fathers and daughters']
Denison's Daughter,Lynn Hall,['Fathers and daughters']
Spaghetti & Peas,Gary Gautier,['Fathers and daughters']
Wild Rover,Carolyn Meyer,['Fathers and daughters']
Finishing Becca: A Story about Peggy Shippen and Benedict Arnold,Ann Rinaldi,['Philadelphia (Pa.)']
Beauty's Release,A. N. Roquelaure,['Anal sex']
Sloppy Firsts : A Novel,Megan McCafferty,"['Darling, Jessica (Fictitious character)']"
TEMPTRESS,Jude Deveraux,['Historical fiction']
Love medicine: A novel,Louise Erdrich,['Historical fiction']
The last time I saw mother,Arlene J Chai,['Historical fiction']
To Love a Rogue,Valerie Sherwood,['Historical fiction']
A LADY OF THE WEST,Linda Howard,['Historical fiction']
Born Indian,W.P. Kinsella,['Historical fiction']
Walking Drum,Louis L'Amour,['Historical fiction']
"Rachel (Sunfire, No. 21)",Vivian Schurfranz,['Historical fiction']
Charm School,Susan Wiggs,['Historical fiction']
Princess of Fire,Shannon Drake,['Historical fiction']
Titanic: The Long Night,Diane Hoh,['Historical fiction']
Sorrow of War,Bao Ninh,['Historical fiction']
KITTY,Lena Kennedy,['Historical fiction']
The Bull from the Sea,Mary Renault,['Historical fiction']
The death of Attila,Cecelia Holland,['Historical fiction']
All True Travels and Adventures of Lidie N,Jane Smiley,['Historical fiction']
"The Death of Kings (Children of the Lion, No 17)",Peter Danielson,['Historical fiction']
ANGELFIRE,Jim Miller,['Historical fiction']
Cage No. 11,Gerry Adams,['Historical fiction']
The Black Tulip (World's Classics),Alexandre Dumas,['Historical fiction']
The ladies of Missalonghi (A Hutchinson novella),Colleen McCullough,['Historical fiction']
The Snake Game,Wayne Johnson,['Historical fiction']
Laura of the Wild Rose Inn (Wild Rose Inn),Jennifer Armstrong,['Historical fiction']
MY DARLING MELISSA,Jim Miller,['Historical fiction']
The Orange-tree Plot,Cynthia Harrod-Eagles,['Historical fiction']
The Day the Ants Got Really Mad (Scaredy Cats),George E. Stanley,['Ants']
Flik the Inventor,Disney Enterprises Inc,['Ants']
Walt Disney's: The Grasshopper and the Ants,Margaret Wise Brown,['Ants']
The Ants Go Marching One By One,Richard Bernal,['Ants']
Blueberries on Parade,Disney Enterprises Inc,['Ants']
A Rustle in the Grass,Robin Hawdon,['Ants']
The Little Ant,Daniel Novak,['Ants']
The Ants Go Marching One by One (Sing - With - Me Ser.),Publications International,['Ants']
Amazing Anthony Ant,Lorna Philpot,['Ants']
Little Bear's Trousers,Jane Hissey,['Baby books']
Baby's Own Book: A Treasury for Special Moments,Blue Lantern Studio,['Baby books']
Disney's Pocahontas (Illustrated Classic),Gina Ingoglia,['Animated films']
Horton Hatches the Egg,Dr. Seuss,['Animated films']
Moe the Dog in Tropical Paradise,Diane Stanley,['Animated films']
Walt Disney's Sleeping beauty (Disney's wonderful world of reading),Walt Disney Productions,['Animated films']
Tim Burton's Nightmare Before Christmas: An Animated Flip Book,Tim Burton,['Animated films']
The History of Animation: Enchanted Drawings,Charles Solomon,['Animated films']
Bugs Bunny: Fifty Years and Only One Grey Hare,Joe Adamson,['Animated films']
Parenting Teens,Bruce Narramore,['House & Home']
The Complete Illustrated Guide to Everything Sold in Hardware Stores,Steve Ettlinger,['House & Home']
The Life Laundry: How to Stay De-Junked Forever,Dawna Walter,['House & Home']
House,Tracy Kidder,['House & Home']
Making a Home,Better Homes and Gardens,['House & Home']
Feng Shui Handbook: How to Create a Healthier Living and Working Environment (Henry Holt Reference Book),Kam Chuen Lam,['House & Home']
Debbie Travis' Painted House Living & Dining Rooms: 60 Stylish Projects to Transform Your Home,Debbie Travis,['House & Home']
Working With Tile,Sunset Books,['House & Home']
The Cleaning Encyclopedia,Don Aslett,['House & Home']
The Complete Upholsterer: A Practical Guide to Upholstering Traditional Furniture,Carole Thomerson,['House & Home']
Step-By-Step Tiling Project,Paula Marshall,['House & Home']
"Papering & Painting (Time-Life Do-It-Yourself Factfiles, 4)",Julian Cassell,['House & Home']
Talking Dirty With The Queen Of Clean,Linda Cobb,['House & Home']
Household Hints for Dummies,Janet Sobesky,['House & Home']
How to Paint: A Complete Guide to Painting Your Home (House Beautiful),Creative Publishing International,['House & Home']
Lose 200 Pounds This Weekend,Don Aslett,['House & Home']
